ledger_idx,ledger_ref,ledger_amount,ledger_date,ledger_counterparty,best_bank_idx,features,category,route_to,detected_ts
35,OPENSA_0036,7775.33,2023-12-31 00:00:00,CTTP000007,113,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 1387.33, 'date_diff_days': 19721, 'composite_score': 0.1758}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.674210
36,OPENSA_0037,25070.25,2023-12-31 00:00:00,CTTP000007,10,"{'name_sim': 0.1034, 'ref_sim': 0.1818, 'amt_diff': 229.13, 'date_diff_days': 19721, 'composite_score': 0.1779}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.691360
37,OPENSA_0038,25332.15,2023-12-31 00:00:00,CTTP000007,10,"{'name_sim': 0.1034, 'ref_sim': 0.1818, 'amt_diff': 491.03, 'date_diff_days': 19721, 'composite_score': 0.1774}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.707019
38,OPENSA_0039,7741.79,2023-12-31 00:00:00,CTTP000007,113,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 1353.79, 'date_diff_days': 19721, 'composite_score': 0.176}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.747777
39,OPENSA_0040,7781.94,2023-12-31 00:00:00,CTTP000007,865,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 372.58, 'date_diff_days': 19721, 'composite_score': 0.1691}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.790689
40,OPENSA_0041,15908.78,2023-12-31 00:00:00,CTTP000007,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 4091.22, 'date_diff_days': 19721, 'composite_score': 0.1916}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.822745
41,OPENSA_0042,27574.37,2023-12-31 00:00:00,CTTP000007,203,"{'name_sim': 0.1143, 'ref_sim': 0.1667, 'amt_diff': 2425.63, 'date_diff_days': 19721, 'composite_score': 0.172}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.840667
42,OPENSA_0043,8220.89,2023-12-31 00:00:00,CTTP000007,113,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 1832.89, 'date_diff_days': 19721, 'composite_score': 0.1736}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.882118
43,OPENSA_0044,24425.19,2023-12-31 00:00:00,CTTP000008,907,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 4800.19, 'date_diff_days': 19721, 'composite_score': 0.1749}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.898766
44,OPENSA_0045,25426.87,2023-12-31 00:00:00,CTTP000008,608,"{'name_sim': 0.0678, 'ref_sim': 0.3333, 'amt_diff': 2303.87, 'date_diff_days': 19721, 'composite_score': 0.226}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.915287
45,OPENSA_0046,34249.67,2023-12-31 00:00:00,CTTP000008,118,"{'name_sim': 0.1667, 'ref_sim': 0.1818, 'amt_diff': 750.33, 'date_diff_days': 19721, 'composite_score': 0.2057}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.931908
46,OPENSA_0047,16199.43,2023-12-31 00:00:00,CTTP000008,907,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 3425.57, 'date_diff_days': 19721, 'composite_score': 0.1742}",LOW_SCORE,AP_Team,2025-09-08T18:19:02.963907
47,OPENSA_0048,3052.41,2023-12-31 00:00:00,CTTP000008,1192,"{'name_sim': 0.0909, 'ref_sim': 0.1667, 'amt_diff': 539.41, 'date_diff_days': 19721, 'composite_score': 0.1571}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.019904
48,OPENSA_0049,747.84,2023-12-31 00:00:00,CTTP000008,948,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 12.16, 'date_diff_days': 19721, 'composite_score': 0.1839}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.062133
49,OPENSA_0050,641.01,2023-12-31 00:00:00,CTTP000008,311,"{'name_sim': 0.0909, 'ref_sim': 0.1818, 'amt_diff': 135.01, 'date_diff_days': 19721, 'composite_score': 0.1622}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.097680
50,OPENSA_0051,8582.04,2023-12-31 00:00:00,CTTP000011,194,"{'name_sim': 0.1633, 'ref_sim': 0.1818, 'amt_diff': 3582.04, 'date_diff_days': 19721, 'composite_score': 0.1844}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.165749
51,OPENSA_0052,7039.64,2023-12-31 00:00:00,CTTP000011,873,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 1154.36, 'date_diff_days': 19721, 'composite_score': 0.1766}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.215019
52,OPENSA_0053,412.07,2023-12-31 00:00:00,CTTP000011,311,"{'name_sim': 0.0909, 'ref_sim': 0.1818, 'amt_diff': 93.93, 'date_diff_days': 19721, 'composite_score': 0.1613}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.256477
53,OPENSA_0054,240831.3,2023-12-31 00:00:00,CTTP000013,617,"{'name_sim': 0.043, 'ref_sim': 0.3333, 'amt_diff': 34231.3, 'date_diff_days': 19721, 'composite_score': 0.2122}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.273367
54,OPENSA_0055,265253.04,2023-12-31 00:00:00,CTTP000013,618,"{'name_sim': 0.0588, 'ref_sim': 0.3333, 'amt_diff': 40318.96, 'date_diff_days': 19721, 'composite_score': 0.2189}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.298198
55,OPENSA_0056,289210.85,2023-12-31 00:00:00,CTTP000013,1059,"{'name_sim': 0.1212, 'ref_sim': 0.1538, 'amt_diff': 9810.85, 'date_diff_days': 19721, 'composite_score': 0.1721}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.314952
56,OPENSA_0057,7988.28,2023-12-31 00:00:00,CTTP000212,191,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 40.68, 'date_diff_days': 19721, 'composite_score': 0.1713}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.356921
57,OPENSA_0058,15992.95,2023-12-31 00:00:00,CTTP000212,286,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 4007.05, 'date_diff_days': 19721, 'composite_score': 0.1919}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.390091
58,OPENSA_0059,-7892.46,2023-12-31 00:00:00,CTTP000212,948,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 8652.46, 'date_diff_days': 19721, 'composite_score': 0.1348}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.439384
59,OPENSA_0060,7975.54,2023-12-31 00:00:00,CTTP000212,956,"{'name_sim': 0.1538, 'ref_sim': 0.1818, 'amt_diff': 4724.46, 'date_diff_days': 19721, 'composite_score': 0.1714}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.488667
60,OPENSA_0061,22824.57,2023-12-31 00:00:00,CTTP000212,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 2824.57, 'date_diff_days': 19721, 'composite_score': 0.1982}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.506587
61,OPENSA_0062,7593.33,2023-12-31 00:00:00,CTTP000212,873,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 600.67, 'date_diff_days': 19721, 'composite_score': 0.1808}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.547372
62,OPENSA_0063,16231.37,2023-12-31 00:00:00,CTTP000212,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 3768.63, 'date_diff_days': 19721, 'composite_score': 0.1928}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.580603
63,OPENSA_0064,8081.58,2023-12-31 00:00:00,CTTP000212,956,"{'name_sim': 0.1538, 'ref_sim': 0.1818, 'amt_diff': 4618.42, 'date_diff_days': 19721, 'composite_score': 0.1725}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.623143
64,OPENSA_0065,15600.72,2023-12-31 00:00:00,CTTP000212,956,"{'name_sim': 0.1538, 'ref_sim': 0.1818, 'amt_diff': 2900.72, 'date_diff_days': 19721, 'composite_score': 0.1918}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.648022
65,OPENSA_0066,2817.34,2023-12-31 00:00:00,CTTP000212,909,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 182.66, 'date_diff_days': 19721, 'composite_score': 0.1815}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.697761
66,OPENSA_0067,7526.5,2023-12-31 00:00:00,CTTP000212,191,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 502.46, 'date_diff_days': 19721, 'composite_score': 0.1682}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.739144
67,OPENSA_0068,2402.04,2023-12-31 00:00:00,CTTP000212,909,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 597.96, 'date_diff_days': 19721, 'composite_score': 0.1723}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.781737
68,OPENSA_0069,38947.64,2023-12-31 00:00:00,CTTP000212,199,"{'name_sim': 0.1538, 'ref_sim': 0.1818, 'amt_diff': 1052.36, 'date_diff_days': 19721, 'composite_score': 0.1997}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.797150
69,OPENSA_0070,1286.52,2023-12-31 00:00:00,CTTP000212,910,"{'name_sim': 0.0909, 'ref_sim': 0.1818, 'amt_diff': 694.48, 'date_diff_days': 19721, 'composite_score': 0.1457}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.847418
70,OPENSA_0071,14733.75,2023-12-31 00:00:00,CTTP000212,283,"{'name_sim': 0.125, 'ref_sim': 0.1667, 'amt_diff': 266.25, 'date_diff_days': 19721, 'composite_score': 0.1803}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.879622
71,OPENSA_0072,31392.54,2023-12-31 00:00:00,CTTP000212,203,"{'name_sim': 0.1143, 'ref_sim': 0.1667, 'amt_diff': 1392.54, 'date_diff_days': 19721, 'composite_score': 0.1742}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.889696
72,OPENSA_0073,20366.05,2023-12-31 00:00:00,CTTP000212,284,"{'name_sim': 0.1765, 'ref_sim': 0.1667, 'amt_diff': 366.05, 'date_diff_days': 19721, 'composite_score': 0.2035}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.914204
73,OPENSA_0074,20305.7,2023-12-31 00:00:00,CTTP000212,907,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 680.7, 'date_diff_days': 19721, 'composite_score': 0.1831}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.939644
74,OPENSA_0075,8128.42,2023-12-31 00:00:00,CTTP000212,191,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 99.46, 'date_diff_days': 19721, 'composite_score': 0.1709}",LOW_SCORE,AP_Team,2025-09-08T18:19:03.981046
75,OPENSA_0076,7260.44,2023-12-31 00:00:00,CTTP000212,191,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 768.52, 'date_diff_days': 19721, 'composite_score': 0.1662}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.029413
76,OPENSA_0077,6857.72,2023-12-31 00:00:00,CTTP000212,191,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 1171.24, 'date_diff_days': 19721, 'composite_score': 0.163}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.072793
77,OPENSA_0078,2855.39,2023-12-31 00:00:00,CTTP000212,1189,"{'name_sim': 0.0909, 'ref_sim': 0.1667, 'amt_diff': 200.39, 'date_diff_days': 19721, 'composite_score': 0.1624}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.121881
78,OPENSA_0079,12613.33,2023-12-31 00:00:00,CTTP000212,913,"{'name_sim': 0.1176, 'ref_sim': 0.1667, 'amt_diff': 333.33, 'date_diff_days': 19721, 'composite_score': 0.1766}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.155784
79,OPENSA_0080,13418.38,2023-12-31 00:00:00,CTTP000212,913,"{'name_sim': 0.1176, 'ref_sim': 0.1667, 'amt_diff': 1138.38, 'date_diff_days': 19721, 'composite_score': 0.1737}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.184209
80,OPENSA_0081,3192.76,2023-12-31 00:00:00,CTTP000212,644,"{'name_sim': 0.0851, 'ref_sim': 0.3333, 'amt_diff': 768.24, 'date_diff_days': 19721, 'composite_score': 0.2263}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.238495
81,OPENSA_0082,8109.31,2023-12-31 00:00:00,CTTP000212,873,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 84.69, 'date_diff_days': 19721, 'composite_score': 0.1842}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.272574
82,OPENSA_0083,5856.34,2023-12-31 00:00:00,CTTP000212,230,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 356.34, 'date_diff_days': 19721, 'composite_score': 0.1817}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.322327
83,OPENSA_0084,4120.25,2023-12-31 00:00:00,CTTP000212,335,"{'name_sim': 0.08, 'ref_sim': 0.1818, 'amt_diff': 356.15, 'date_diff_days': 19721, 'composite_score': 0.1635}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.372112
84,OPENSA_0085,6180.36,2023-12-31 00:00:00,CTTP000212,1127,"{'name_sim': 0.0909, 'ref_sim': 0.1818, 'amt_diff': 77.36, 'date_diff_days': 19721, 'composite_score': 0.1721}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.419926
85,OPENSA_0086,1325.81,2023-12-31 00:00:00,CTTP000212,13,"{'name_sim': 0.0882, 'ref_sim': 0.1818, 'amt_diff': 676.27, 'date_diff_days': 19721, 'composite_score': 0.146}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.455901
86,OPENSA_0087,381.55,2023-12-31 00:00:00,CTTP000212,278,"{'name_sim': 0.0435, 'ref_sim': 0.1818, 'amt_diff': 1.45, 'date_diff_days': 19721, 'composite_score': 0.1512}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.495903
87,OPENSA_0088,381.55,2023-12-31 00:00:00,CTTP000212,335,"{'name_sim': 0.08, 'ref_sim': 0.1818, 'amt_diff': 4094.85, 'date_diff_days': 19721, 'composite_score': 0.1178}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.529158
88,OPENSA_0089,442.6,2023-12-31 00:00:00,CTTP000212,751,"{'name_sim': 0.0615, 'ref_sim': 0.1818, 'amt_diff': 65.68, 'date_diff_days': 19721, 'composite_score': 0.1521}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.569162
89,OPENSA_0090,381.55,2023-12-31 00:00:00,CTTP000212,751,"{'name_sim': 0.0615, 'ref_sim': 0.1818, 'amt_diff': 4.63, 'date_diff_days': 19721, 'composite_score': 0.1589}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.605592
91,OPENSA_0092,-279310.98,2023-12-31 00:00:00,CTTP000016,126,"{'name_sim': 0.1714, 'ref_sim': 0.1818, 'amt_diff': 279503.98, 'date_diff_days': 19721, 'composite_score': 0.159}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.671343
92,OPENSA_0093,-110030.44,2023-12-31 00:00:00,CTTP000016,948,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 110790.44, 'date_diff_days': 19721, 'composite_score': 0.1348}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.721960
93,OPENSA_0094,-108593.44,2023-12-31 00:00:00,CTTP000016,948,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 109353.44, 'date_diff_days': 19721, 'composite_score': 0.1348}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.770347
95,OPENSA_0096,-162428.87,2023-12-31 00:00:00,CTTP000019,948,"{'name_sim': 0.1176, 'ref_sim': 0.1818, 'amt_diff': 163188.87, 'date_diff_days': 19721, 'composite_score': 0.1348}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.845816
99,OPENSA_0100,-267544.46,2023-12-31 00:00:00,CTTP000019,242,"{'name_sim': 0.0656, 'ref_sim': 0.3333, 'amt_diff': 272544.46, 'date_diff_days': 19721, 'composite_score': 0.1795}",LOW_SCORE,AP_Team,2025-09-08T18:19:04.946273
100,OPENSA_0101,-109771.56,2023-12-31 00:00:00,CTTP000019,1183,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 114524.56, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:05.003680
101,OPENSA_0102,-115583.82,2023-12-31 00:00:00,CTTP000019,795,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 117570.82, 'date_diff_days': 19721, 'composite_score': 0.1909}",LOW_SCORE,AP_Team,2025-09-08T18:19:05.062938
102,OPENSA_0103,7872.64,2023-12-31 00:00:00,CTTP000020,1185,"{'name_sim': 0.0909, 'ref_sim': 0.3333, 'amt_diff': 1956.64, 'date_diff_days': 19721, 'composite_score': 0.2285}",LOW_SCORE,AP_Team,2025-09-08T18:19:05.111587
103,OPENSA_0104,23766.43,2023-12-31 00:00:00,CTTP000020,17,"{'name_sim': 0.0635, 'ref_sim': 0.3333, 'amt_diff': 577.46, 'date_diff_days': 19721, 'composite_score': 0.2274}",LOW_SCORE,AP_Team,2025-09-08T18:19:05.138253
104,OPENSA_0105,24491.93,2023-12-31 00:00:00,CTTP000020,286,"{'name_sim': 0.1765, 'ref_sim': 0.3333, 'amt_diff': 4491.93, 'date_diff_days': 19721, 'composite_score': 0.2702}",AMOUNT_MISMATCH,AP_Team,2025-09-08T18:19:05.154978
105,OPENSA_0106,26168.94,2023-12-31 00:00:00,CTTP000020,203,"{'name_sim': 0.1143, 'ref_sim': 0.3333, 'amt_diff': 3831.06, 'date_diff_days': 19721, 'composite_score': 0.2441}",LOW_SCORE,AP_Team,2025-09-08T18:19:05.171419
